ad_archive_id,advertiser,field,candidate_1,candidate_2,confidence,why,excerpt
1317580117031646,Luna Dermatology,driver,price_value,social_proof,0.4,confidence 0.4,Laser Facial Starting From $249!
1317580117031646,Luna Dermatology,claim_risk,yes,,0.9,regulated category: 'Erase Years in a Single Session!',Laser Facial Starting From $249!
1957529214802115,Luna Dermatology,format,offer_promo,lifestyle_aspiration,0.5,runner-up lifestyle_aspiration at 0.4,Luna Dermatology
1957529214802115,Luna Dermatology,offer,first_treatment_price,no_offer,0.45,confidence 0.45; runner-up no_offer at 0.4,Luna Dermatology
1957529214802115,Luna Dermatology,awareness_stage,most_aware,unaware,0.45,confidence 0.45,Luna Dermatology
1957529214802115,Luna Dermatology,driver,price_value,social_proof,0.4,confidence 0.4,Luna Dermatology
1957529214802115,Luna Dermatology,claim_risk,yes,,0.9,regulated category: 'Erase Years in a Single Session!',Luna Dermatology
1823894742355150,The Longevity Center Greenville,format,provider_authority,problem_solution,0.5,runner-up problem_solution at 0.4,"Physician-led CO2 resurfacing. Transparent pricing, no surprises."
1823894742355150,The Longevity Center Greenville,indication,fine_lines_wrinkles,texture_pores,0.4,confidence 0.4; runner-up texture_pores at 0.4,"Physician-led CO2 resurfacing. Transparent pricing, no surprises."
840088009124899,SKINnovative Medical Aesthetics,offer,no_offer,first_treatment_price,0.45,confidence 0.45,Claim Offer 👉
840088009124899,SKINnovative Medical Aesthetics,indication,general_glow,fine_lines_wrinkles,0.4,confidence 0.4,Claim Offer 👉
840088009124899,SKINnovative Medical Aesthetics,claim_risk,yes,,0.95,"regulated category: 'No Pain, No Downtime!'; '95% of patients notice smoother skin after one session'; 'Safe for 90% of skin types'; 'results in just 3-7 days'",Claim Offer 👉
1784658939402050,Skin Care Institute,indication,general_glow,unspecified,0.5,runner-up unspecified at 0.45,Fraxel: 20% Off in Sept
3603683779769359,South Coast MedSpa,format,before_after_showcase,testimonial_ugc,0.5,runner-up testimonial_ugc at 0.4,South Coast MedSpa
3603683779769359,South Coast MedSpa,proof_asset,patient_testimonial,before_after_photo,0.5,runner-up before_after_photo at 0.45,South Coast MedSpa
3603683779769359,South Coast MedSpa,claim_risk,unclear,yes,0.5,runner-up yes at 0.4,South Coast MedSpa
3603683779769359,South Coast MedSpa,claim_risk,unclear,,0.5,regulated category: 'approximately 30% improvement in scar depth' results claim without results-may-vary disclaimer (hedged),South Coast MedSpa
4522224891380328,South Coast MedSpa,claim_risk,yes,,0.65,regulated category: 'These results show approximately 40% improvement'; 'significantly improve acne scar depth' with no results-may-vary disclaimer,South Coast MedSpa
1627954761996176,South Coast MedSpa,hook_archetype,bold_claim,problem_callout,0.5,runner-up problem_callout at 0.4,40-50% Off Laser Coring Event
1627954761996176,South Coast MedSpa,driver,transformation,price_value,0.45,confidence 0.45; runner-up price_value at 0.4,40-50% Off Laser Coring Event
1627954761996176,South Coast MedSpa,claim_risk,unclear,,0.5,regulated category: 'results comparable to CO2 resurfacing with faster healing and less discomfort' comparative claim; 'Say Goodbye to Deeper Lines',40-50% Off Laser Coring Event
1864650134913787,South Coast MedSpa,format,problem_solution,offer_promo,0.5,runner-up offer_promo at 0.45,"Fall Into Firmer, Smoother Skin"
1864650134913787,South Coast MedSpa,driver,transformation,price_value,0.45,confidence 0.45; runner-up price_value at 0.4,"Fall Into Firmer, Smoother Skin"
1864650134913787,South Coast MedSpa,funnel,bottom_retargeting,cold_prospecting,0.5,runner-up cold_prospecting at 0.4,"Fall Into Firmer, Smoother Skin"
1864650134913787,South Coast MedSpa,claim_risk,unclear,,0.5,regulated category: 'results comparable to CO2 resurfacing with faster healing and less discomfort' comparative claim,"Fall Into Firmer, Smoother Skin"
1538814157936927,Freya's Laser & Body Sculpting,funnel,bottom_retargeting,mid_consideration,0.5,runner-up mid_consideration at 0.4,Collagen-Boosting Skin Resurfacing ✨50% OFF PlaDuo Pro
1624057176090314,Freya's Laser & Body Sculpting,format,offer_promo,catalog_generic,0.5,runner-up catalog_generic at 0.45,Transform your skin without surgery ✨ FREE $250 Anti-Aging Voucher
1624057176090314,Freya's Laser & Body Sculpting,awareness_stage,product_aware,solution_aware,0.45,confidence 0.45; runner-up solution_aware at 0.4,Transform your skin without surgery ✨ FREE $250 Anti-Aging Voucher
1624057176090314,Freya's Laser & Body Sculpting,driver,price_value,transformation,0.5,runner-up transformation at 0.4,Transform your skin without surgery ✨ FREE $250 Anti-Aging Voucher
1624057176090314,Freya's Laser & Body Sculpting,indication,laxity_tightening,fine_lines_wrinkles,0.45,confidence 0.45; runner-up fine_lines_wrinkles at 0.4,Transform your skin without surgery ✨ FREE $250 Anti-Aging Voucher
1624057176090314,Freya's Laser & Body Sculpting,claim_risk,unclear,,0.5,regulated category: 'Turn back time and transform your skin without surgery',Transform your skin without surgery ✨ FREE $250 Anti-Aging Voucher
28611362148496222,Embrace Beauty Med Spa,offer,no_offer,first_treatment_price,0.45,confidence 0.45,Stop Covering It. Start Treating It. ✨
28611362148496222,Embrace Beauty Med Spa,indication,pigmentation_sun_damage,acne_scarring,0.4,confidence 0.4; runner-up acne_scarring at 0.35,Stop Covering It. Start Treating It. ✨
1389279533183718,Embrace Beauty Med Spa,hook_archetype,curiosity_tease,bold_claim,0.45,confidence 0.45; runner-up bold_claim at 0.4,FACELIFT- Without the Surgery!
1389279533183718,Embrace Beauty Med Spa,format,product_announcement,offer_promo,0.5,runner-up offer_promo at 0.4,FACELIFT- Without the Surgery!
1389279533183718,Embrace Beauty Med Spa,driver,transformation,downtime_avoidance,0.45,confidence 0.45,FACELIFT- Without the Surgery!
1389279533183718,Embrace Beauty Med Spa,funnel,cold_prospecting,mid_consideration,0.45,confidence 0.45; runner-up mid_consideration at 0.4,FACELIFT- Without the Surgery!
1389279533183718,Embrace Beauty Med Spa,claim_risk,yes,,0.9,regulated category: 'FACELIFT- Without the Surgery!'; 'No downtime'; 'results can last a year or longer',FACELIFT- Without the Surgery!
2480614679090144,Dr. Mehmet Cömert,funnel,mid_consideration,cold_prospecting,0.5,runner-up cold_prospecting at 0.4,"16 Months Later — And Still Glowing ✨

Some patients become part of the journey beyond a s"
2480614679090144,Dr. Mehmet Cömert,proof_asset,before_after_photo,provider_on_camera,0.45,confidence 0.45; runner-up provider_on_camera at 0.4,"16 Months Later — And Still Glowing ✨

Some patients become part of the journey beyond a s"
2480614679090144,Dr. Mehmet Cömert,claim_risk,unclear,yes,0.5,runner-up yes at 0.4,"16 Months Later — And Still Glowing ✨

Some patients become part of the journey beyond a s"
2480614679090144,Dr. Mehmet Cömert,claim_risk,unclear,,0.5,regulated category: '16 Months Later — And Still Glowing' results language with no disclaimer,"16 Months Later — And Still Glowing ✨

Some patients become part of the journey beyond a s"
1772639286960821,Dream Med Spa & Laser Center,cta_intent,learn_educate,free_consult,0.45,confidence 0.45; runner-up free_consult at 0.4,Dream Med Spa & Laser Center
942724968883655,Dream Med Spa & Laser Center,funnel,cold_prospecting,bottom_retargeting,0.5,runner-up bottom_retargeting at 0.4,3 Skin Resurfacing Treatments for $699
942724968883655,Dream Med Spa & Laser Center,indication,pigmentation_sun_damage,general_glow,0.45,confidence 0.45; runner-up general_glow at 0.4,3 Skin Resurfacing Treatments for $699
4116115745272703,Skin Spot Laser Club,hook_archetype,direct_offer,problem_callout,0.5,runner-up problem_callout at 0.45,{{product.name}}
4116115745272703,Skin Spot Laser Club,format,offer_promo,problem_solution,0.5,runner-up problem_solution at 0.4,{{product.name}}
4116115745272703,Skin Spot Laser Club,driver,transformation,price_value,0.4,confidence 0.4; runner-up price_value at 0.35,{{product.name}}
4116115745272703,Skin Spot Laser Club,funnel,bottom_retargeting,cold_prospecting,0.45,confidence 0.45; runner-up cold_prospecting at 0.4,{{product.name}}
4116115745272703,Skin Spot Laser Club,indication,laxity_tightening,fine_lines_wrinkles,0.45,confidence 0.45; runner-up fine_lines_wrinkles at 0.4,{{product.name}}
4116115745272703,Skin Spot Laser Club,claim_risk,yes,,0.9,regulated category: 'rewind time'; 'Reverse years of sun damage & dullness'; 'Smooth away crow's feet'; templated DCO fields,{{product.name}}
1417110160235973,xTool,hook_archetype,curiosity_tease,flat_spec,0.4,confidence 0.4; runner-up flat_spec at 0.35,"New laser, who dis? 😅✨ The xTool P3 just landed in my craft room 🪵🔥 and I genuinely could "
1417110160235973,xTool,driver,lifestyle_aspiration,convenience_time,0.4,confidence 0.4,"New laser, who dis? 😅✨ The xTool P3 just landed in my craft room 🪵🔥 and I genuinely could "
1417110160235973,xTool,proof_asset,patient_testimonial,none,0.5,runner-up none at 0.4,"New laser, who dis? 😅✨ The xTool P3 just landed in my craft room 🪵🔥 and I genuinely could "
952161381243913,xTool,proof_asset,stat_or_study,none,0.5,runner-up none at 0.4,✨✨xTool P3 - The First AI-Powered 80W CO2 Laser
2125234138032275,xTool,hook_archetype,curiosity_tease,flat_spec,0.4,confidence 0.4,"I still can’t believe there’s an xTool P3 in my shop 😍🥹🤯

This is the biggest and most pow"
2125234138032275,xTool,driver,lifestyle_aspiration,convenience_time,0.4,confidence 0.4,"I still can’t believe there’s an xTool P3 in my shop 😍🥹🤯

This is the biggest and most pow"
2125234138032275,xTool,proof_asset,patient_testimonial,none,0.5,runner-up none at 0.4,"I still can’t believe there’s an xTool P3 in my shop 😍🥹🤯

This is the biggest and most pow"
2294689930943838,Laser in Denver,format,offer_promo,problem_solution,0.4,confidence 0.4; runner-up problem_solution at 0.35,instagram.com
2294689930943838,Laser in Denver,offer,first_treatment_price,dollar_off,0.5,runner-up dollar_off at 0.45,instagram.com
2294689930943838,Laser in Denver,driver,price_value,transformation,0.4,confidence 0.4; runner-up transformation at 0.35,instagram.com
2294689930943838,Laser in Denver,indication,general_glow,texture_pores,0.35,confidence 0.35; runner-up texture_pores at 0.3,instagram.com
2294689930943838,Laser in Denver,claim_risk,yes,,0.7,"regulated category: 'Helps to get rid of ... wrinkles, scars & acne scars' removal language",instagram.com
1175957121354726,Laser in Denver,format,offer_promo,problem_solution,0.4,confidence 0.4; runner-up problem_solution at 0.35,Instagram
1175957121354726,Laser in Denver,offer,first_treatment_price,dollar_off,0.5,runner-up dollar_off at 0.45,Instagram
1175957121354726,Laser in Denver,driver,price_value,transformation,0.4,confidence 0.4; runner-up transformation at 0.35,Instagram
1175957121354726,Laser in Denver,indication,general_glow,texture_pores,0.35,confidence 0.35; runner-up texture_pores at 0.3,Instagram
1175957121354726,Laser in Denver,claim_risk,yes,,0.7,"regulated category: 'Helps to get rid of ... wrinkles, scars & acne scars' removal language",Instagram
2766584060377979,Dermagenesis Skin and Body Care,driver,transformation,status_identity,0.45,confidence 0.45; runner-up status_identity at 0.4,Morpheus8
2766584060377979,Dermagenesis Skin and Body Care,indication,acne_scarring,pigmentation_sun_damage,0.45,confidence 0.45,Morpheus8
2766584060377979,Dermagenesis Skin and Body Care,claim_risk,yes,,0.7,regulated category: 'Resultados visibles desde la primera sesion!' results claim without disclaimer; 'revolucionando a todo Hollywood',Morpheus8
2033730230500405,Dermagenesis Skin and Body Care,claim_risk,yes,,0.85,regulated category: 'DILE ADIÓS A LAS CICATRICES DE ACNÉ'; 'Resultados visibles desde la primera sesión'; 'reconstruyendo tejido dañado',Cicatrices de Acne Adios
1704338340727842,Reston Aesthetics,offer,dollar_off,event_flash_sale,0.4,confidence 0.4; runner-up event_flash_sale at 0.35,15 Spots Left - $297
1704338340727842,Reston Aesthetics,claim_risk,unclear,no,0.5,runner-up no at 0.45,15 Spots Left - $297
1704338340727842,Reston Aesthetics,claim_risk,unclear,,0.5,"regulated category: 'Bye Bye Baggy Eyes' implies elimination of under-eye bags (hedged elsewhere: 'designed to support', 'may be ideal')",15 Spots Left - $297
1250344617196097,Pler,format,problem_solution,lifestyle_aspiration,0.45,confidence 0.45,Renueva tu piel con Laser CO2
1250344617196097,Pler,offer,no_offer,financing_monthly,0.5,runner-up financing_monthly at 0.4,Renueva tu piel con Laser CO2
1250344617196097,Pler,indication,pigmentation_sun_damage,fine_lines_wrinkles,0.3,confidence 0.3; runner-up fine_lines_wrinkles at 0.3,Renueva tu piel con Laser CO2
1250344617196097,Pler,claim_risk,unclear,no,0.5,runner-up no at 0.4,Renueva tu piel con Laser CO2
1250344617196097,Pler,claim_risk,unclear,,0.5,regulated category: 'El secreto detrás de la piel de muchas celebridades' unsupported celebrity claim; 'renueva la piel desde adentro',Renueva tu piel con Laser CO2
34644487298527854,Pler,indication,acne_scarring,unspecified,0.4,confidence 0.4; runner-up unspecified at 0.4,Muchas pacientes creen que después de una cirugía la cicatriz es algo que simplemente tien
34644487298527854,Pler,claim_risk,unclear,no,0.5,runner-up no at 0.4,Muchas pacientes creen que después de una cirugía la cicatriz es algo que simplemente tien
34644487298527854,Pler,claim_risk,unclear,,0.5,regulated category: 'mejorar notablemente su apariencia' (hedged 'pueden'); exosome regeneration claim unsupported,Muchas pacientes creen que después de una cirugía la cicatriz es algo que simplemente tien
1511946277176857,Oasis Laser Medical Spa,format,problem_solution,offer_promo,0.5,runner-up offer_promo at 0.45,{{product.name}}
1511946277176857,Oasis Laser Medical Spa,awareness_stage,solution_aware,product_aware,0.5,runner-up product_aware at 0.4,{{product.name}}
1511946277176857,Oasis Laser Medical Spa,driver,transformation,price_value,0.45,confidence 0.45; runner-up price_value at 0.4,{{product.name}}
1511946277176857,Oasis Laser Medical Spa,funnel,bottom_retargeting,cold_prospecting,0.5,runner-up cold_prospecting at 0.4,{{product.name}}
1511946277176857,Oasis Laser Medical Spa,claim_risk,yes,,0.95,regulated category: '¡Es hora de eliminarlas de una vez!'; 'borrando cicatrices'; 'Elimina cicatrices y manchas',{{product.name}}
949262791257253,Oasis Laser Medical Spa,format,problem_solution,offer_promo,0.5,runner-up offer_promo at 0.45,{{product.name}}
949262791257253,Oasis Laser Medical Spa,awareness_stage,solution_aware,product_aware,0.5,runner-up product_aware at 0.4,{{product.name}}
949262791257253,Oasis Laser Medical Spa,driver,transformation,price_value,0.45,confidence 0.45; runner-up price_value at 0.4,{{product.name}}
949262791257253,Oasis Laser Medical Spa,funnel,bottom_retargeting,cold_prospecting,0.5,runner-up cold_prospecting at 0.4,{{product.name}}
949262791257253,Oasis Laser Medical Spa,claim_risk,yes,,0.7,regulated category: 'It's time to finally fix them!' cure language; 'fading scars' results language without disclaimer; templated DCO fields,{{product.name}}
2072255153504577,Proctologo En Reynosa,funnel,mid_consideration,cold_prospecting,0.5,runner-up cold_prospecting at 0.4,{{product.name}}
2072255153504577,Proctologo En Reynosa,claim_risk,unclear,no,0.5,runner-up no at 0.45,{{product.name}}
2072255153504577,Proctologo En Reynosa,claim_risk,unclear,,0.5,"regulated category: templated DCO fields ({{product.name}}); non-skin (hemorrhoid) CO2 laser use, hedged ('valorar si ... es una opción adecuada')",{{product.name}}
876126781591131,Proctologo En Reynosa,funnel,mid_consideration,cold_prospecting,0.5,runner-up cold_prospecting at 0.4,📲 Envíanos un mensaje para recibir información y agendar tu consulta.
1036729909300047,Aesthetic Artistry,funnel,cold_prospecting,bottom_retargeting,0.5,runner-up bottom_retargeting at 0.4,Baggy Eye Rescue CO2 + Cool Peel Laser 👉NOW $295!
1036729909300047,Aesthetic Artistry,claim_risk,yes,,0.8,regulated category: 'noticeable results without surgery or downtime' and 'non-invasive' for a CO2 laser; no results disclaimer,Baggy Eye Rescue CO2 + Cool Peel Laser 👉NOW $295!
27986265257700742,Norse Organics,downtime_handling,downtime_disclosed,not_mentioned,0.5,runner-up not_mentioned at 0.45,{{product.name}}
27986265257700742,Norse Organics,claim_risk,yes,,0.7,"regulated category: Unsupported disparagement of lasers: 'BURNING OFF the top layers', 'Excruciating pain, weeks of red, oozing downtime', '$25 billion of PROFIT from keeping your skin damaged'; templated product fields",{{product.name}}
1015264117922407,Norse Organics,downtime_handling,downtime_disclosed,not_mentioned,0.5,runner-up not_mentioned at 0.45,{{product.name}}
1015264117922407,Norse Organics,claim_risk,yes,,0.75,"regulated category: 'has faded 500,000+ scars' (unsubstantiated result claim); unsupported disparagement of lasers ('BURNING OFF', 'Excruciating pain, weeks of red, oozing downtime')",{{product.name}}
1579366067221443,Norse Organics,downtime_handling,downtime_disclosed,not_mentioned,0.5,runner-up not_mentioned at 0.45,Why Scar Treatment Fails
1579366067221443,Norse Organics,claim_risk,yes,,0.7,"regulated category: Unsupported disparagement of lasers and microneedling: 'BURNING OFF the top layers', 'Excruciating pain, weeks of red, oozing downtime', 'keeping your skin damaged'",Why Scar Treatment Fails
1452417820028950,Love Yourself Medspa,funnel,cold_prospecting,bottom_retargeting,0.5,runner-up bottom_retargeting at 0.4,Baggy Eye Rescue CO2 For Only $499! ✨
1452417820028950,Love Yourself Medspa,claim_risk,unclear,,0.55,"regulated category: 'SAY GOODBYE TO TIRED-LOOKING EYES' (elimination-adjacent) and 'Regularly $2,000' price anchor; body copy otherwise hedged ('helping to improve', 'soften')",Baggy Eye Rescue CO2 For Only $499! ✨
1440415218108729,Gweike laser,driver,price_value,convenience_time,0.5,runner-up convenience_time at 0.4,Dross-Free Cutting — Experience True Fiber Laser Precision!
1858052685631546,Gweike laser,driver,price_value,convenience_time,0.5,runner-up convenience_time at 0.4,Dross-Free Cutting — Experience True Fiber Laser Precision!
1442528493854637,Paloma Clinic Spa,proof_asset,before_after_photo,none,0.5,runner-up none at 0.45,"CO2 fraccional sin filtros en Paloma Clinic Spa en Houston
Si buscas mejorar cicatrices de"
1442528493854637,Paloma Clinic Spa,claim_risk,unclear,,0.6,regulated category: 'CO2 fraccional sin filtros' implies unfiltered results footage with no results-may-vary disclaimer; body copy hedged ('te ayuda a renovar'),"CO2 fraccional sin filtros en Paloma Clinic Spa en Houston
Si buscas mejorar cicatrices de"
1053335703834921,Paloma Clinic Spa,offer,free_consult,no_offer,0.5,runner-up no_offer at 0.45,"✨ Elige tu láser ideal según tu tiempo de recuperación

LÁSER CO₂ =LÁSER ERBIUM
 sí tienes"
1053335703834921,Paloma Clinic Spa,proof_asset,before_after_photo,none,0.5,runner-up none at 0.45,"✨ Elige tu láser ideal según tu tiempo de recuperación

LÁSER CO₂ =LÁSER ERBIUM
 sí tienes"
1053335703834921,Paloma Clinic Spa,claim_risk,unclear,,0.55,regulated category: 'te verás increíble y con piel renovada'; #AntesYDespues (before/after) with only 'Aplican términos y condiciones' as caveat,"✨ Elige tu láser ideal según tu tiempo de recuperación

LÁSER CO₂ =LÁSER ERBIUM
 sí tienes"
1304236668179168,Paloma Clinic Spa,indication,acne_scarring,texture_pores,0.5,runner-up texture_pores at 0.4,Las cicatrices en el rostro pueden quedarse mucho tiempo… pero eso no significa que tu pie
1963262357719468,Paloma Clinic Spa,awareness_stage,solution_aware,product_aware,0.5,runner-up product_aware at 0.4,"¿Te cansas de que tu edad se refleje en tu piel?
¡No permitas que los efectos del tiempo e"
1963262357719468,Paloma Clinic Spa,claim_risk,unclear,,0.55,regulated category: 'la solución perfecta para lucir espectacular'; IPL claimed to reduce 'manchas... de nacimiento' by a spa; partially offset by 'Aplica condiciones... varía en cada persona',"¿Te cansas de que tu edad se refleje en tu piel?
¡No permitas que los efectos del tiempo e"
1017863360887644,Park Ave Cosmetic Center,funnel,cold_prospecting,bottom_retargeting,0.5,runner-up bottom_retargeting at 0.4,"Get Our ""Bye Bye Baggy Eyes"" - JUST $347!🔥"
784368538100003,Park Ave Cosmetic Center,funnel,cold_prospecting,bottom_retargeting,0.5,runner-up bottom_retargeting at 0.4,"Get Our ""Bye Bye Baggy Eyes"" - JUST $347!🔥"
888800180584659,"713 Wellness , Aesthetics and Medical Center",indication,fine_lines_wrinkles,acne_scarring,0.4,confidence 0.4; runner-up acne_scarring at 0.35,⚡ Agenda tu sesión de Láser CO2.
888800180584659,"713 Wellness , Aesthetics and Medical Center",claim_risk,yes,,0.75,"regulated category: 'desde la primera sesión notarás cómo tu piel recupera la luminosidad, firmeza y suavidad' (guaranteed first-session result); 'seguro y efectivo'",⚡ Agenda tu sesión de Láser CO2.
1643029797350680,"713 Wellness , Aesthetics and Medical Center",indication,fine_lines_wrinkles,acne_scarring,0.4,confidence 0.4; runner-up acne_scarring at 0.35,⚡ Agenda tu sesión de Láser CO2.
1643029797350680,"713 Wellness , Aesthetics and Medical Center",claim_risk,yes,,0.75,"regulated category: 'desde la primera sesión notarás cómo tu piel recupera la luminosidad, firmeza y suavidad' (guaranteed first-session result); 'seguro y efectivo'",⚡ Agenda tu sesión de Láser CO2.
1093519419805953,Praga Wellness Center,cta_intent,message_us,book_appointment,0.5,runner-up book_appointment at 0.4,Agenda tu cita
1093519419805953,Praga Wellness Center,claim_risk,unclear,,0.55,"regulated category: 'renovar tu piel a nivel celular' / 'Renovación celular profunda', results 'en pocas sesiones' with no disclaimer",Agenda tu cita
2755192244882947,Praga Wellness Center,offer,first_treatment_price,no_offer,0.45,confidence 0.45; runner-up no_offer at 0.4,Agenda tu valoración
2755192244882947,Praga Wellness Center,cta_intent,message_us,book_appointment,0.5,runner-up book_appointment at 0.4,Agenda tu valoración
2755192244882947,Praga Wellness Center,funnel,mid_consideration,cold_prospecting,0.5,runner-up cold_prospecting at 0.4,Agenda tu valoración
1549540640156915,Coastal Aesthetics,hook_archetype,direct_offer,bold_claim,0.5,runner-up bold_claim at 0.4,"Reveal Healthier, Younger-Looking Skin ✨"
1549540640156915,Coastal Aesthetics,funnel,cold_prospecting,bottom_retargeting,0.5,runner-up bottom_retargeting at 0.4,"Reveal Healthier, Younger-Looking Skin ✨"
1549540640156915,Coastal Aesthetics,indication,fine_lines_wrinkles,texture_pores,0.45,confidence 0.45; runner-up texture_pores at 0.4,"Reveal Healthier, Younger-Looking Skin ✨"
1549540640156915,Coastal Aesthetics,claim_risk,yes,,0.8,"regulated category: 'Little to no downtime' for CO2 laser; 'Say bye-bye to wrinkles & fine lines, scarring' (elimination); 'dramatic results', 'Long-lasting results' with no results-may-vary disclaimer","Reveal Healthier, Younger-Looking Skin ✨"
1019759244089677,Coastal Aesthetics,indication,fine_lines_wrinkles,general_glow,0.4,confidence 0.4,{{product.name}}
1019759244089677,Coastal Aesthetics,claim_risk,unclear,,0.5,regulated category: 'Turn back time and transform your skin without surgery' (reverse-aging adjacent); templated product fields,{{product.name}}
2121820088369058,Coastal Aesthetics,indication,fine_lines_wrinkles,texture_pores,0.4,confidence 0.4; runner-up texture_pores at 0.35,FREE $250 Rejuvenation Credit Towards Top-Rated Treatments ✨
2121820088369058,Coastal Aesthetics,downtime_handling,downtime_denied,not_mentioned,0.5,runner-up not_mentioned at 0.4,FREE $250 Rejuvenation Credit Towards Top-Rated Treatments ✨
2121820088369058,Coastal Aesthetics,claim_risk,yes,,0.65,"regulated category: 'All without the pain, cost, or downtime of surgery' (painless / no-downtime framing for CO2 and Erbium); 'Turn back time and transform your skin'; no results disclaimer",FREE $250 Rejuvenation Credit Towards Top-Rated Treatments ✨
879004958483453,Coastal Aesthetics,indication,fine_lines_wrinkles,texture_pores,0.4,confidence 0.4; runner-up texture_pores at 0.35,FREE $250 Rejuvenation Credit Towards Top-Rated Treatments ✨
879004958483453,Coastal Aesthetics,downtime_handling,downtime_denied,not_mentioned,0.5,runner-up not_mentioned at 0.4,FREE $250 Rejuvenation Credit Towards Top-Rated Treatments ✨
879004958483453,Coastal Aesthetics,claim_risk,yes,,0.65,"regulated category: 'All without the pain, cost, or downtime of surgery' (painless / no-downtime framing for CO2 and Erbium); 'Turn back time and transform your skin'; no results disclaimer",FREE $250 Rejuvenation Credit Towards Top-Rated Treatments ✨
1510650869971045,Innova Beauty Clinic,format,problem_solution,educational_howto,0.45,confidence 0.45,"✨ ¡Rejuvenece tu piel con Morpheus 8! ✨

Morpheus 8 trabaja en las capas profundas de tu p"
1510650869971045,Innova Beauty Clinic,funnel,cold_prospecting,mid_consideration,0.5,runner-up mid_consideration at 0.4,"✨ ¡Rejuvenece tu piel con Morpheus 8! ✨

Morpheus 8 trabaja en las capas profundas de tu p"
925106819935037,Innova Beauty Clinic,hook_archetype,bold_claim,flat_spec,0.45,confidence 0.45; runner-up flat_spec at 0.4,"Rejuvenece tu piel desde lo más profundo.
Morpheus8 combina radiofrecuencia + microagujas "
925106819935037,Innova Beauty Clinic,format,educational_howto,problem_solution,0.5,runner-up problem_solution at 0.4,"Rejuvenece tu piel desde lo más profundo.
Morpheus8 combina radiofrecuencia + microagujas "
925106819935037,Innova Beauty Clinic,funnel,mid_consideration,cold_prospecting,0.5,runner-up cold_prospecting at 0.45,"Rejuvenece tu piel desde lo más profundo.
Morpheus8 combina radiofrecuencia + microagujas "
925106819935037,Innova Beauty Clinic,claim_risk,unclear,no,0.5,runner-up no at 0.45,"Rejuvenece tu piel desde lo más profundo.
Morpheus8 combina radiofrecuencia + microagujas "
925106819935037,Innova Beauty Clinic,claim_risk,unclear,,0.5,"regulated category: 'Resultados visibles, progresivos y naturales' results language with no disclaimer; otherwise hedged","Rejuvenece tu piel desde lo más profundo.
Morpheus8 combina radiofrecuencia + microagujas "
1042871991429053,IBeauty Med Spa Sylvania,hook_archetype,direct_offer,bold_claim,0.5,runner-up bold_claim at 0.45,Get Dramatic Results With Our CoolPeel™ Co2 Laser ✨
1042871991429053,IBeauty Med Spa Sylvania,funnel,cold_prospecting,bottom_retargeting,0.5,runner-up bottom_retargeting at 0.4,Get Dramatic Results With Our CoolPeel™ Co2 Laser ✨
1042871991429053,IBeauty Med Spa Sylvania,indication,fine_lines_wrinkles,texture_pores,0.45,confidence 0.45; runner-up texture_pores at 0.4,Get Dramatic Results With Our CoolPeel™ Co2 Laser ✨
1042871991429053,IBeauty Med Spa Sylvania,claim_risk,yes,,0.85,"regulated category: 'no real downtime' / 'Little to no downtime' for a CO2 laser; 'dramatic results', 'Long-lasting results' with no results-may-vary disclaimer",Get Dramatic Results With Our CoolPeel™ Co2 Laser ✨
1426447346166537,The G Spa San Francisco,offer,dollar_off,first_treatment_price,0.5,runner-up first_treatment_price at 0.4,{{product.name}}
1426447346166537,The G Spa San Francisco,funnel,bottom_retargeting,cold_prospecting,0.5,runner-up cold_prospecting at 0.45,{{product.name}}
2270391413494530,The G Spa San Francisco,offer,dollar_off,first_treatment_price,0.5,runner-up first_treatment_price at 0.4,Unlock Radiant Skin : Just $199
2270391413494530,The G Spa San Francisco,funnel,bottom_retargeting,cold_prospecting,0.5,runner-up cold_prospecting at 0.45,Unlock Radiant Skin : Just $199
1038844542198599,GlowNar Aesthetics,driver,transformation,trust_safety,0.4,confidence 0.4,{{product.name}}
1038844542198599,GlowNar Aesthetics,funnel,cold_prospecting,mid_consideration,0.5,runner-up mid_consideration at 0.4,{{product.name}}
1038844542198599,GlowNar Aesthetics,indication,general_glow,acne_scarring,0.4,confidence 0.4,{{product.name}}
1038844542198599,GlowNar Aesthetics,claim_risk,yes,,0.7,regulated category: 'pigmentation removal' and 'gynecological rejuvenation' claimed for a CO2 device (unsupported / off-label vaginal rejuvenation claim); templated product fields,{{product.name}}
1084419761188816,GlowNar Aesthetics,claim_risk,yes,,0.75,"regulated category: 'FDA-cleared and approved device' (conflates cleared with approved); 'non-invasive rejuvenation, scar repair, acne treatment, and hair restoration'; '90% Oxygen' hyperbaric claims",GlowNar Aesthetics
1006337722403664,Milas Aesthetic Spa Houston,funnel,bottom_retargeting,cold_prospecting,0.5,runner-up cold_prospecting at 0.45,MOST popular facial treatments
1006337722403664,Milas Aesthetic Spa Houston,indication,laxity_tightening,fine_lines_wrinkles,0.4,confidence 0.4; runner-up fine_lines_wrinkles at 0.35,MOST popular facial treatments
1006337722403664,Milas Aesthetic Spa Houston,claim_risk,unclear,yes,0.5,runner-up yes at 0.45,MOST popular facial treatments
